trades,net,net_pct,pf,dd_pct,win_pct,recovery,passed,objective,FastEMA,SlowEMA,TrendSMA,ATRMultiplier,TPRatio
5605,-991798.24,-99.179824,0.8866175289318671,99.3900663145449,38.87600356824264,-0.7710399013701561,False,-991798.24,13,21,100,2.0,1.5
4980,-992027.2699999999,-99.202727,0.8346995534017972,99.25006700000004,48.032128514056225,-0.9995230229920142,False,-992027.2699999999,13,34,200,1.5,1.0
4991,-992213.11,-99.221311,0.8515050397680999,99.27866552303719,38.288920056100984,-0.9675462630345558,False,-992213.11,9,34,200,2.0,1.5
5027,-992479.0299999999,-99.247903,0.8497823457609991,99.39082070627369,38.153968569723496,-0.9017298241888568,False,-992479.0299999999,13,55,100,2.0,1.5
5412,-992625.84,-99.262584,0.8368732706147054,99.29543799999938,47.949002217294904,-0.9996691288073135,False,-992625.84,9,34,200,2.0,1.0
4642,-993614.39,-99.36143899999999,0.8552790814957336,99.46384309439637,31.60275743214132,-0.8854319985196656,False,-993614.39,13,55,100,2.0,2.0
3707,-993639.77,-99.363977,0.7620017149274544,99.38334645846366,31.238198003776642,-0.9979901387535453,False,-993639.77,9,55,200,1.0,2.0
5182,-993805.3199999998,-99.38053199999999,0.8650437780336083,99.51959185379974,38.286375916634505,-0.7837467410962864,False,-993805.3199999998,13,34,100,2.0,1.5
4481,-993979.0000000001,-99.39790000000002,0.8335476695183335,99.44015920012438,31.577772818567283,-0.9542421158279508,False,-993979.0000000001,5,55,200,2.0,2.0
3713,-994431.96,-99.443196,0.7267599457824966,99.45518200000014,46.29679504443846,-0.99987948340389,False,-994431.96,9,55,200,1.0,1.0
5247,-994635.07,-99.46350699999999,0.8299983281251546,99.49319199999998,47.53192300362112,-0.9997016378768914,False,-994635.07,5,55,200,2.0,1.0
5596,-994641.23,-99.46412299999999,0.8366296721358969,99.47495793184731,47.784131522516084,-0.983753323664611,False,-994641.23,13,34,100,2.0,1.0
4361,-995085.2,-99.50852,0.731338391550784,99.55841678859034,31.621187800963078,-0.9811334431924646,False,-995085.2,13,55,100,1.0,2.0
